symbol,split,entry_time,exit_time,net_return,gross_return,net_pnl,entry_notional
ICICIBANK.NS,development,2016-10-14,2016-10-27,0.17468342731918937,0.17692283305788417,4330.4382016164245,24790.206306770328
JSWENERGY.NS,development,2016-10-14,2016-10-27,-0.08084260507977122,-0.0786882721943134,-2018.5976894233384,24969.4785
BANKBARODA.NS,development,2016-10-17,2016-10-28,0.010251703439826737,0.012431771249463907,256.0535479416692,24976.68308926392
IDEA.NS,development,2016-10-17,2016-10-28,0.012296053125873006,0.014476791267155191,307.09882356141816,24975.398236953737
ASIANPAINT.NS,development,2016-10-28,2016-11-11,-0.11329143024103205,-0.11114037079039049,-2818.1732124978216,24875.431500000002
AXISBANK.NS,development,2016-10-28,2016-11-11,0.02061033876662259,0.02280192055504159,512.0497617357254,24844.31563856506
JSWENERGY.NS,development,2016-11-01,2016-11-15,-0.13347970163207148,-0.13134230204781247,-3336.6578404499446,24997.4925
TORNTPHARM.NS,development,2016-11-01,2016-11-15,-0.11720637220944563,-0.11505173460426016,-2907.057322442389,24802.894822540286
ACC.NS,development,2016-11-15,2016-11-28,-0.059814485222198704,-0.05757151204448239,-1420.328832604296,23745.56643475342
AMBUJACEM.NS,development,2016-11-15,2016-11-28,-0.08454371528320823,-0.08238590087031138,-2105.040681470819,24898.842858032225
ASIANPAINT.NS,development,2016-11-16,2016-11-29,0.04097350305196212,0.043174802577104696,1015.5236124069089,24784.88625
COALINDIA.NS,development,2016-12-15,2016-12-28,0.014222178892445005,0.016404943027879974,354.8784921483672,24952.469999999998
CASTROLIND.NS,development,2016-12-16,2016-12-29,0.0024417858839124542,0.004620041077175269,60.97121749985142,24969.92791282654
BHEL.NS,development,2016-12-19,2016-12-30,-0.018285606672747427,-0.016111419306126785,-456.05151493981697,24940.464
SOUTHBANK.NS,development,2016-12-29,2017-01-11,0.12175580889664657,0.12396671436360102,3043.3910911968314,24995.8594893837
LICHSGFIN.NS,development,2017-01-05,2017-01-18,0.016514615297836644,0.018699686370459687,411.65744756073883,24926.85661376953
GRANULES.NS,development,2017-01-10,2017-01-23,0.09408959352304821,0.09629710266610082,2345.1695534299974,24924.855827499392
IDEA.NS,development,2017-01-16,2017-01-30,0.4013560710733477,0.4036478452821296,10029.354384416883,24988.669929908752
RELIANCE.NS,development,2017-01-19,2017-02-02,0.004369077874841719,0.006555147759368476,108.60347606646101,24857.299223670958
DIVISLAB.NS,development,2017-01-24,2017-02-07,0.06716002321629493,0.0693668033757408,1666.670134464908,24816.402000000002
AJANTPHARM.NS,development,2017-01-31,2017-02-13,0.04625376064811162,0.04850566418533277,1112.5658310581252,24053.521604919435
TCS.NS,development,2017-02-01,2017-02-14,0.08003552825412123,0.08227136431784102,1955.4448337656236,24432.210000000003
DABUR.NS,development,2017-02-06,2017-02-17,-0.018662625004385924,-0.016482266079522575,-463.6396024286444,24843.214838195803
CEATLTD.NS,development,2017-02-08,2017-02-21,-0.024665140370634782,-0.022423790408161337,-589.7940583808697,23912.04953704834
APOLLOTYRE.NS,development,2017-02-14,2017-02-28,0.038463513150065576,0.04065970402250033,955.9113834809528,24852.420000000002
AUROPHARMA.NS,development,2017-02-15,2017-03-01,0.02544525887214787,0.027667880778882027,620.7419629531213,24395.1915
NTPC.NS,development,2017-02-23,2017-03-09,-0.057938579285159615,-0.055778525925734124,-1447.4786716870983,24982.98525
PAGEIND.NS,development,2017-02-23,2017-03-09,0.03971993656695762,0.043191914848176506,550.7935799784416,13866.93
POWERGRID.NS,development,2017-03-01,2017-03-15,-0.0065151583042989195,-0.004337407398760386,-162.47298735260733,24937.688351394656
BPCL.NS,development,2017-03-02,2017-03-16,-0.025090689756533547,-0.0229188100362288,-625.9102399256639,24945.91603495789
DRREDDY.NS,development,2017-03-10,2017-03-24,-0.033360316506620954,-0.03119007049328679,-831.8175506231147,24934.342288330077
GLENMARK.NS,development,2017-03-10,2017-03-24,-0.010161996468012004,-0.007989184052788489,-254.03255720597892,24998.292216064452
COALINDIA.NS,development,2017-03-16,2017-03-29,-0.005383592999763353,-0.0031939223519652257,-133.29116084377148,24758.77371295166
BHARTIARTL.NS,development,2017-03-20,2017-03-31,0.00800784206563338,0.01018838186798434,199.86993354348732,24959.27515869141
TECHM.NS,development,2017-03-29,2017-04-12,-0.0501179124343597,-0.04794368849869631,-1242.8436888868387,24798.393
ASHOKLEY.NS,development,2017-03-30,2017-04-13,-0.012641156687692615,-0.010467819982224428,-315.7632411624993,24978.983249999997
STAR.NS,development,2017-03-30,2017-04-13,-0.010898787653463344,-0.00872111081013721,-271.5897130517246,24919.259066894527
GLENMARK.NS,development,2017-04-03,2017-04-18,0.045275476700168356,0.04748603603471708,1116.5985209094795,24662.324999999997
ADANIPOWER.NS,development,2017-04-13,2017-04-27,-0.021660009154888065,-0.019490238127198068,-541.3735233929929,24994.150257356647
INFY.NS,development,2017-04-17,2017-04-28,-0.015556538274218748,-0.013363144024950736,-383.58258121100516,24657.322500000002
NMDC.NS,development,2017-04-17,2017-04-28,-0.016809943700705456,-0.014637360600588976,-419.77861329120515,24972.04159426117
RCOM.NS,development,2017-04-19,2017-05-03,-0.03597094298855775,-0.03380364158059141,-898.1396986490586,24968.478000000003
AUROPHARMA.NS,development,2017-04-28,2017-05-12,0.018706573053749016,0.02092611431140873,456.6686027027317,24412.199999999997
LUPIN.NS,development,2017-05-02,2017-05-15,-0.05495193047196646,-0.052751689148040376,-1339.958093687498,24384.185999999998
BIOCON.NS,development,2017-05-04,2017-05-17,-0.042231732900335904,-0.040066756262849806,-1054.8071899173283,24976.64948787689
TORNTPHARM.NS,development,2017-05-04,2017-05-17,-0.015901039877477603,-0.01368689778842085,-387.1039319286045,24344.567079345703
GLENMARK.NS,development,2017-05-15,2017-05-26,-0.19199747587145233,-0.18984388564564236,-4702.44825843782,24492.24
YESBANK.NS,development,2017-05-16,2017-05-29,-0.029511304996670353,-0.027332403768424954,-732.3998093390134,24817.60157409668
BATAINDIA.NS,development,2017-05-18,2017-05-31,-0.023009934822511888,-0.02080653128638044,-563.1458682181731,24474.03143737793
BHEL.NS,development,2017-05-19,2017-06-01,-0.17304002347200723,-0.1709091041526172,-4312.374327979641,24921.253716064457
CIPLA.NS,development,2017-05-29,2017-06-09,0.11620830252275013,0.11844255841662836,2860.153604180683,24612.3
JUBLFOOD.NS,development,2017-06-01,2017-06-14,0.04254427522343101,0.04473569882552466,1061.2442268055172,24944.466
IOC.NS,development,2017-06-02,2017-06-15,-0.027498949099785702,-0.02532438085823737,-684.543453228044,24893.4405
BPCL.NS,development,2017-06-16,2017-06-30,-0.05926332923119317,-0.05709439986923894,-1472.066320255991,24839.413164138794
IOC.NS,development,2017-06-16,2017-06-30,-0.06337541013489982,-0.06120948660608087,-1575.99185935291,24867.560714767456
IDBI.NS,development,2017-06-21,2017-07-05,-0.004575210211324098,-0.002397977222181068,-114.17172009443344,24954.420632268906
OIL.NS,development,2017-07-03,2017-07-14,0.03241363537027185,0.03460034616724763,809.4488728875693,24972.480366394044
SAMMAANCAP.NS,development,2017-07-05,2017-07-18,0.08374575040921554,0.08598838499174297,2038.9577389240158,24346.999447265625
TATACOMM.NS,development,2017-07-06,2017-07-19,-0.010356723129786265,-0.0081793643522795,-258.15806980038695,24926.616900466917
AJANTPHARM.NS,development,2017-07-19,2017-08-01,-0.05495259129770544,-0.05275423313993798,-1341.5136492778447,24412.2
GODFRYPHLP.NS,development,2017-07-19,2017-08-01,-0.04091429708023222,-0.03874524317490209,-1019.5482520077256,24919.119348632812
PETRONET.NS,development,2017-07-20,2017-08-02,0.025009280194260877,0.02720160186232457,621.5411352854528,24852.42
DRREDDY.NS,development,2017-08-02,2017-08-16,-0.17989065450725594,-0.17775713013452926,-4470.361637457923,24850.438449417114
ICIL.NS,development,2017-08-02,2017-08-16,-0.1890457992828742,-0.1869202464637664,-4713.499869855117,24933.110853218077
COLPAL.NS,development,2017-08-03,2017-08-17,0.01630906557821718,0.018492918692149238,406.827449134782,24944.86561376953
APOLLOHOSP.NS,development,2017-08-17,2017-08-31,-0.06194776755685563,-0.059733950149128724,-1496.3310938179338,24154.721837951656
BOSCHLTD.NS,development,2017-08-17,2017-08-31,-0.018322321303218626,-0.015959879804611034,-408.9735477814339,22321.055340820312
BALKRISIND.NS,development,2017-08-21,2017-09-04,0.0688826017269436,0.07108588955641405,1713.6567334079368,24877.93275
IDEA.NS,development,2017-09-07,2017-09-20,-0.028568932225221996,-0.026401059845286186,-714.0168277431454,24992.772642471315
GLENMARK.NS,development,2017-09-11,2017-09-22,0.07329879903058022,0.07552548692293531,1798.771879093383,24540.264000000003
RCOM.NS,development,2017-09-18,2017-09-29,-0.055434243584603894,-0.05327332569880419,-1384.7881004074768,24980.734125
INDIGO.NS,development,2017-09-21,2017-10-05,-0.02988139010171514,-0.02770572200105035,-743.025435709145,24865.825625244142
DISHTV.NS,development,2017-09-25,2017-10-09,-0.0598310597371781,-0.05766904540446755,-1492.4239651551702,24943.966757583617
BEML.NS,development,2017-10-03,2017-10-16,0.06354137383459518,0.0657644489906169,1560.0939530937264,24552.411428100586
ZEEL.NS,development,2017-10-18,2017-11-01,0.08937434668752811,0.09160718791635183,2191.2134520491886,24517.252805328368
AXISBANK.NS,development,2017-10-19,2017-11-02,0.14315958277929594,0.14540246881113408,3521.5815784433526,24598.993026351927
ICICIBANK.NS,development,2017-10-23,2017-11-03,0.21867603687000595,0.22092654639166823,5426.2274820277125,24814.00138623047
CANFINHOME.NS,development,2017-11-02,2017-11-15,-0.07581945270720547,-0.07363671151164274,-1861.843103569274,24556.272
PIDILITIND.NS,development,2017-11-03,2017-11-16,0.06615180796699038,0.06835660990816672,1643.3706665162813,24842.414999999997
UPL.NS,development,2017-11-07,2017-11-20,-0.04691557058942036,-0.044747085604507505,-1168.25292738834,24901.177001815795
AUROPHARMA.NS,development,2017-11-16,2017-11-29,0.011053610980411837,0.013264261598274506,270.94887575460007,24512.25
BATAINDIA.NS,development,2017-11-17,2017-11-30,-0.02847414226440961,-0.02629767776574914,-707.8607437590066,24859.774078033446
AMBUJACEM.NS,development,2017-11-21,2017-12-04,-0.016513288818197712,-0.014334397650278372,-410.77518483679313,24875.4315
HINDALCO.NS,development,2017-12-01,2017-12-14,-0.020705160796305355,-0.018521533816925603,-513.154339611011,24783.88575
CANBK.NS,development,2017-12-04,2017-12-15,-0.029929559793798348,-0.027761162853865748,-747.5950005068755,24978.483
GLENMARK.NS,development,2017-12-05,2017-12-18,-0.010138289829006565,-0.007959051897341519,-252.42763142499967,24898.443
BEML.NS,development,2017-12-15,2017-12-29,0.0692913883380788,0.0715012871268059,1716.8947124714202,24777.89453567505
BALRAMCHIN.NS,development,2017-12-29,2018-01-11,0.07518645991313228,0.07738997751057386,1872.326682731481,24902.444999999996
SBIN.NS,development,2017-12-29,2018-01-11,-0.028802221433418047,-0.026622778304962878,-714.6522390945419,24812.399999999998
BANKBARODA.NS,development,2018-01-01,2018-01-12,0.008724266454480562,0.010904485645375998,217.82292640624823,24967.4775
UNIONBANK.NS,development,2018-01-12,2018-01-25,0.008799517398453699,0.010982008995502284,219.3936155562509,24932.46
NTPC.NS,development,2018-01-15,2018-01-29,-0.014928354526648568,-0.012754027213398767,-372.5117781335271,24953.304630363466
AUROPHARMA.NS,development,2018-01-17,2018-01-31,-0.023070514099866914,-0.020862718476936392,-563.1096761113434,24408.198
BATAINDIA.NS,development,2018-01-29,2018-02-09,-0.0010158328552704397,0.001161585251761832,-25.362783957725462,24967.4775
BEML.NS,development,2018-01-30,2018-02-12,-0.07734301661237694,-0.07515853115522367,-1896.7156685835728,24523.425018310547
ARVIND.NS,development,2018-02-01,2018-02-15,-0.03800660398611339,-0.03583440176833403,-945.7292698301217,24883.287919532777
GLENMARK.NS,development,2018-02-12,2018-02-26,-0.008212275553120707,-0.00602950782909329,-204.0949212018881,24852.42
PNB.NS,development,2018-02-15,2018-02-28,-0.2662905506616254,-0.2641862424089065,-6635.442295855392,24918.053905288696
UBL.NS,development,2018-02-19,2018-03-05,0.02227111382680386,0.024499238138195243,541.1912730317249,24300.144
CANBK.NS,development,2018-03-05,2018-03-16,-0.06854156058301118,-0.06638446028762936,-1712.269978828015,24981.4851640892
ICICIBANK.NS,development,2018-03-05,2018-03-16,-0.024495313144244624,-0.022325282893324132,-611.828829167804,24977.38345147705
HDIL.NS,development,2018-03-06,2018-03-19,-0.1201860728879124,-0.11804348775736513,-3001.7951764303657,24976.231474256518
MFSL.NS,development,2018-03-19,2018-04-03,0.03260703990451673,0.03481389015817492,804.1980606594647,24663.326171722416
TATASTEEL.NS,development,2018-03-20,2018-04-04,-0.021944553769145003,-0.019773006643330544,-547.8496401286179,24965.17568285751
COALINDIA.NS,development,2018-03-21,2018-04-05,0.02174715933555807,0.023933194192467637,542.2710905219453,24935.2608381958
CANFINHOME.NS,development,2018-04-04,2018-04-17,0.018802222501317058,0.020995681021962254,466.43420747361654,24807.3975
HINDALCO.NS,development,2018-04-05,2018-04-18,0.1706516462696595,0.1728881888512271,4234.959793263924,24816.401633605958
MGL.NS,development,2018-04-12,2018-04-25,-0.022022206267742223,-0.019834435532738174,-544.2711599844417,24714.651809509272
HINDPETRO.NS,development,2018-04-19,2018-05-03,-0.06500387406843344,-0.06284277232721047,-1620.8734246275208,24935.02807111359
MRPL.NS,development,2018-04-19,2018-05-03,-0.006989049728119427,-0.004814940448040841,-174.67235945941377,24992.290261814116
BANKBARODA.NS,development,2018-04-26,2018-05-10,0.013162038285828398,0.01534372309498381,328.5840620372113,24964.52714250183
ADANIENT.NS,development,2018-05-04,2018-05-17,-0.029674994880117343,-0.02750595188612129,-740.9713708018523,24969.553450481417
AJANTPHARM.NS,development,2018-05-04,2018-05-17,-0.16779921251487115,-0.16562931179857293,-4086.386772050888,24352.836409698484
AMBUJACEM.NS,development,2018-05-11,2018-05-24,-0.03853662066894182,-0.03636751670103254,-960.6778077521377,24928.95825
BANKBARODA.NS,development,2018-05-18,2018-05-31,0.04249710003444187,0.044685248413191485,1062.2274237991637,24995.291983177187
BOSCHLTD.NS,development,2018-05-18,2018-05-31,0.016085264973416055,0.01888680659670163,289.6795369062497,18009.0
BHARATFORG.NS,development,2018-05-25,2018-06-07,0.013497674384339235,0.015710895500000887,330.48024507731657,24484.236
CGPOWER.NS,development,2018-06-01,2018-06-14,-0.09874432259679847,-0.09659455986292571,-2464.705096825001,24960.474000000002
MRPL.NS,development,2018-06-01,2018-06-14,0.009160001356910296,0.011343169916460994,228.2998101245072,24923.55636522674
FORTIS.NS,development,2018-06-13,2018-06-26,-0.042180637773716584,-0.04001280718632027,-1051.6670640676778,24932.46
CONCOR.NS,development,2018-06-18,2018-06-29,0.030661602558675158,0.03286352478798952,758.2589446105248,24729.91889968872
NTPC.NS,development,2018-06-18,2018-06-29,0.01738842382257183,0.01957559673188683,432.9396221476069,24898.152159461977
ADANIPOWER.NS,development,2018-06-27,2018-07-10,0.01091987055935725,0.013098699553637095,272.98599500067365,24999.013817682266
BEML.NS,development,2018-07-02,2018-07-13,-0.02218831139862053,-0.020005840099456086,-550.1610551933381,24795.084461791994
BPCL.NS,development,2018-07-02,2018-07-13,0.027334127671010934,0.029520823328570128,681.9856312002331,24949.96875
CHENNPETRO.NS,development,2018-07-11,2018-07-24,-0.013587601316856103,-0.011414697172013811,-339.43845168922036,24981.484500000002
APOLLOHOSP.NS,development,2018-07-16,2018-07-27,-0.04779761165426641,-0.04559887342884178,-1168.0403929877848,24437.2125
CANBK.NS,development,2018-07-16,2018-07-27,0.20482493650898803,0.20706200047749468,5112.5275867117125,24960.474412193296
HEROMOTOCO.NS,development,2018-07-25,2018-08-07,0.04391188812851482,0.04631505568289638,967.8340429367206,22040.365016967775
TVSMOTOR.NS,development,2018-07-30,2018-08-10,0.005371438665136579,0.007555711877228355,133.6926266415785,24889.537975982665
CHOLAFIN.NS,development,2018-07-31,2018-08-13,0.001681293039822175,0.0038585882542245104,42.00119601427555,24981.484500000002
BRITANNIA.NS,development,2018-08-08,2018-08-23,0.10341442580394705,0.1056237149440484,2579.038258447644,24938.863590820314
JETAIRWAYS.NS,development,2018-08-13,2018-08-28,0.07446762177718722,0.07666809731931196,1857.7040692330822,24946.467
BPCL.NS,development,2018-08-16,2018-08-30,-0.04741759176758113,-0.04524933297190326,-1180.813971024642,24902.445
FEDERALBNK.NS,development,2018-08-24,2018-09-06,-0.057980143029403027,-0.055818721534175816,-1447.2699157288932,24961.47543125153
REPCOHOME.NS,development,2018-08-29,2018-09-11,-0.022734710791702323,-0.02055114589295095,-563.2724937008717,24775.881200408934
INDUSINDBK.NS,development,2018-08-31,2018-09-14,-0.002757171568091054,-0.0005386142955797284,-67.09621539270405,24335.161500000002
ASIANPAINT.NS,development,2018-09-07,2018-09-24,-0.042125507315903636,-0.03988287507550735,-1003.5267290271729,23822.3060793457
APOLLOTYRE.NS,development,2018-09-12,2018-09-27,-0.04629004884703157,-0.04411684665410984,-1149.4309339547672,24831.058998298646
BANKBARODA.NS,development,2018-09-17,2018-10-01,-0.2186286457820655,-0.21650900117673044,-5442.277130526453,24892.790745964052
ADANIPOWER.NS,development,2018-09-25,2018-10-09,-0.005753703170857276,-0.003579507799428875,-143.82240099569705,24996.49299327135
ARVIND.NS,development,2018-09-28,2018-10-12,-0.03362036929069589,-0.03145424210494844,-840.4197904059865,24997.339652618408
BHARTIARTL.NS,development,2018-10-03,2018-10-16,-0.1016588847140117,-0.09951161871100592,-2540.0820684396663,24986.326336212158
BPCL.NS,development,2018-10-10,2018-10-24,0.08365516357147788,0.0858550810960799,2091.0730231278367,24996.34133571625
DISHTV.NS,development,2018-10-22,2018-11-02,-0.08349069722879293,-0.08133672775801376,-2084.2013360693036,24963.276212173463
JSWSTEEL.NS,development,2018-10-29,2018-11-12,0.015649896793695956,0.01785035826813164,386.3386262643979,24686.337
JUBLFOOD.NS,development,2018-10-29,2018-11-12,0.030017491992305707,0.03220602111603747,748.4399508992207,24933.4605
ASHOKLEY.NS,development,2018-11-15,2018-11-29,0.020930275056065754,0.023114968323773296,522.262060428229,24952.469999999998
SUNPHARMA.NS,development,2018-11-15,2018-11-29,-0.07560538829808527,-0.07342192140981632,-1855.8300478034766,24546.267
ARVIND.NS,development,2018-11-30,2018-12-13,-0.004658842329469895,-0.0024781577411977593,-116.00724252979467,24900.444
BEL.NS,development,2018-11-30,2018-12-13,-0.00779716961726839,-0.005622856785038147,-194.8160762104695,24985.4865
SRF.NS,development,2018-12-27,2019-01-09,0.027243467649005513,0.029433073153731944,678.4815357669005,24904.375041687013
EICHERMOT.NS,development,2019-01-03,2019-01-16,-0.018238325247360587,-0.015940462140120334,-422.31885342467586,23155.572
APOLLOTYRE.NS,development,2019-01-10,2019-01-23,-0.024265538616574902,-0.0220961541534708,-606.3591205338186,24988.488
DISHTV.NS,development,2019-01-18,2019-01-31,-0.3273823508137609,-0.3252987900646321,-8173.911477839681,24967.477499999997
ARVIND.NS,development,2019-01-24,2019-02-06,-0.09114453233609907,-0.08899109845802798,-2272.9043141742486,24937.363283546445
AJANTPHARM.NS,development,2019-02-01,2019-02-15,-0.05312274532871576,-0.050937186062987846,-1307.472905926236,24612.299267211914
ADANIENT.NS,development,2019-02-07,2019-02-21,-0.026549877050922807,-0.02437811778886825,-662.1874867774395,24941.26377713013
BERGEPAINT.NS,development,2019-02-18,2019-03-01,0.03438920214253288,0.03657480855072912,859.6810782104236,24998.575850852965
CONCOR.NS,development,2019-02-25,2019-03-11,0.03377033952670596,0.035972093478612154,835.6864474740484,24746.166582458496
WIPRO.NS,development,2019-03-11,2019-03-25,-0.013317034163098724,-0.011137288498607931,-331.2802948000023,24876.432
RCOM.NS,development,2019-03-14,2019-03-28,-0.11571840280318828,-0.1135759018144646,-2892.6815401103895,24997.593036521674
DISHTV.NS,development,2019-03-26,2019-04-09,0.08082348684325237,0.08302235944325527,2020.5825342700202,24999.942630397796
DABUR.NS,development,2019-04-02,2019-04-15,0.005383616435326147,0.007564469064248431,134.2817438114717,24942.665478607178
RAYMOND.NS,development,2019-04-10,2019-04-25,-0.03343203846321007,-0.03126416102991158,-834.8274069404921,24970.879590820314
DCBBANK.NS,development,2019-04-16,2019-05-03,0.11307260367336705,0.11528292799608578,2822.967949489691,24965.97635307312
LICHSGFIN.NS,development,2019-04-26,2019-05-13,-0.03805849574855279,-0.03587453017077914,-940.1340689211073,24702.344389343263
ADANIPOWER.NS,development,2019-05-06,2019-05-17,-0.06476560719755242,-0.06260838894264162,-1618.9194334626457,24996.59160956383
ARVIND.NS,development,2019-05-14,2019-05-27,0.052751296678056635,0.054943548131157434,1317.5840882117327,24977.28342590332
AUROPHARMA.NS,development,2019-05-20,2019-05-31,-0.018473071556309232,-0.01627556274661425,-454.11030982258706,24582.284999999996
PAGEIND.NS,development,2019-05-28,2019-06-11,0.018286968762845766,0.020901600903241134,359.69241872436294,19669.32975
GODFRYPHLP.NS,development,2019-06-03,2019-06-17,-0.0725738713282494,-0.07041116684062793,-1805.3789041655882,24876.43102294922
RCOM.NS,development,2019-06-12,2019-06-25,-0.26790693102975127,-0.2658082929279438,-6697.430552387279,24999.09400120568
AJANTPHARM.NS,development,2019-06-18,2019-07-01,-0.002427834499873994,-0.0002511434826716367,-60.62904849141333,24972.480000000003
EICHERMOT.NS,development,2019-06-26,2019-07-09,-0.004290792199155073,-0.002102029485495572,-106.31515817337065,24777.5126920166
CASTROLIND.NS,development,2019-07-02,2019-07-15,-0.05701974964456288,-0.054854252263181254,-1419.9311794374964,24902.444999999996
BSOFT.NS,development,2019-07-10,2019-07-23,-0.07928828350144272,-0.07713396895640229,-1980.3621807479242,24976.731659374236
AJANTPHARM.NS,development,2019-07-16,2019-07-29,0.012505440733995472,0.01469261249502193,311.09074604926843,24876.432
APOLLOTYRE.NS,development,2019-07-30,2019-08-13,0.04066498899222207,0.04285665745890583,1013.8700540221931,24932.259399261475
ARVIND.NS,development,2019-08-14,2019-08-28,-0.08266305729176913,-0.08051019120134696,-2065.2691551361277,24984.185472919464
BEML.NS,development,2019-08-14,2019-08-28,0.11459574272843887,0.11681938985323967,2838.176482202091,24766.85795324707
JSWSTEEL.NS,development,2019-08-29,2019-09-13,0.10603351640200265,0.1082476110693406,2637.693165379589,24876.03217250061
RBLBANK.NS,development,2019-08-29,2019-09-13,0.18176018501066346,0.18400494290422803,4496.631286806055,24739.3635
RECLTD.NS,development,2019-09-19,2019-10-03,-0.056316017111419855,-0.05415162024181971,-1403.5446494080695,24922.654715286255
DISHTV.NS,development,2019-09-20,2019-10-04,-0.1509108561008888,-0.14877814903430853,-3771.6380619929027,24992.49
BSOFT.NS,development,2019-10-04,2019-10-18,0.05986803539389387,0.062063662942024755,1494.1009204288557,24956.57174314499
AUROPHARMA.NS,development,2019-10-07,2019-10-22,-0.15203336948765186,-0.1498804867789561,-3751.6562407338242,24676.53156262207
INDIGO.NS,development,2019-10-23,2019-11-05,-0.12627320273533943,-0.1240207723248735,-2948.43748744007,23349.668999999998
INFY.NS,development,2019-10-23,2019-11-05,0.10103216710370602,0.10326404355021133,2483.6015259109263,24582.285000000003
